transaction_id,posting_date,txn_description,amount_ccy,currency_code,category_label
2c295803-7e77-43be-8875-9e9291061d4a,29-12-2024,AMAZON.COM ONLINE SHOP,-341.11,USD,Shopping
efba3187-e961-4f7d-ab81-096ef85aba3c,31-05-2025,EBAY GLOBAL ONLINE SHOP,-467.24,USD,Shopping
c4e53d52-4d26-4876-b4a2-99d2a321592b,01-09-2025,AMAZON.COM,-15.86,USD,Health
0df23749-c45b-4aa4-93df-95d41e474134,25-03-2025,TARGET STORE,-419.2,USD,Shopping
e5c0c01f-da9e-49bf-8780-15a2fdc23a26,29-03-2025,AMAZON.COM RETAIL,-120.07,USD,Shopping
3629eb15-f358-4ad8-9807-3ec6438a60bd,05-11-2025,AMAZON.COM RETAIL,-80.48,USD,Shopping
e5f612b1-b012-43d5-ae93-32a20ee29224,22-12-2024,TARGET STORE RETAIL,-252.88,USD,Shopping
b46f5a3a-0762-4f6b-a6ad-86714eeb71db,05-01-2025,TARGET STORE,-44.35,USD,Shopping
acd42a33-5a04-4feb-9654-bc6dac2bdefe,29-07-2025,AMAZON.COM ONLINE SHOP,-85.37,USD,Shopping
a96906ee-3a3b-4d3b-9677-70eb5303d582,08-05-2025,AMAZON.COM ONLINE SHOP,-465.63,USD,Shopping
995c155c-5d2a-40e4-a418-745a22ddce43,20-11-2024,EBAY GLOBAL RETAIL,-325.81,USD,Shopping
1101e4da-f201-4466-9f46-bd8a7d79115a,09-04-2025,EBAY GLOBAL RETAIL,-383.74,USD,Shopping
9e2bfa86-3fa5-4c80-862e-fdc01eafb106,06-12-2024,TARGET STORE ONLINE SHOP,-108.51,USD,Travel
dc65c792-519d-4b8f-8edc-78d4d0c74445,10-01-2025,AMAZON.COM RETAIL,-31.12,USD,Shopping
3692d30a-6eed-4d49-b8d1-450f058e0dfc,07-02-2025,TARGET STORE RETAIL,-275.69,USD,Shopping
2b70fc57-aa97-4996-8b4e-0c9259d651c1,23-06-2025,AMAZON.COM RETAIL,-219.6,USD,Shopping
0bd9947f-cb78-44e3-9dd8-210f0554f9b7,08-07-2025,AMAZON.COM ONLINE SHOP,-234.5,USD,Shopping
27cfc270-fcab-442c-8564-2bd00f8be5f3,28-07-2025,Ebay Global Retail Id8395 Pos792 Online Pymt,-103.91,USD,Shopping
ec61b68b-57dd-45c5-b420-3df4f98fac91,16-02-2025,TARGET STORE RETAIL,-56.24,USD,Shopping
2c33ccd8-8677-4bd9-87ac-35b4a4e3a61b,19-07-2025,EBAY GLOBAL RETAIL,-121.57,USD,Shopping
d70b9e64-2828-45bd-80ae-0f37986b58a1,27-01-2025,EBAY GLOBAL ONLINE SHOP,-449.15,USD,Shopping
de21edf2-2556-4fb0-af5f-0ecaf569c517,01-09-2025,AMAZON.COM ONLINE SHOP,-73.47,USD,Shopping
70dcae2e-5b30-4b65-8679-cb10050f4c34,09-08-2025,EBAY GLOBAL RETAIL,-120.25,USD,Shopping
4d1a1016-fe96-4b1f-b075-82f627739153,20-01-2025,EBAY GLOBAL ONLINE SHOP,-243.16,USD,Shopping
28399d9a-3301-4c98-a7b7-1e419b796740,19-04-2025,AMAZON.COM,-445.95,USD,Shopping
7f95e3fc-79bd-44c0-97bd-92212e7c65dc,19-12-2024,AMAZON.COM ONLINE SHOP,-114.87,USD,Shopping
7c30dcb1-3bbb-4262-9057-86321152c2cf,14-05-2025,EBAY GLOBAL ONLINE SHOP,-351.95,USD,Shopping
04e24db0-144f-4b3f-ac47-90d07f3b3769,25-10-2025,EBAY GLOBAL ONLINE SHOP,-97.2,USD,Shopping
3b2ecf3a-fc09-4594-a247-62fdf4c45013,15-04-2025,EBAY GLOBAL ONLINE SHOP,-433.16,USD,Shopping
e6c32fce-2e61-4dfd-a9d2-7047009cfa31,25-11-2024,TARGET STORE RETAIL,-376.99,USD,Shopping
a7c8274d-f8d7-4e5f-a994-cbbb9f7ae2fb,06-04-2025,AMAZON.COM RETAIL,-121.6,USD,Shopping
b11889b9-55e5-4494-a032-90e8626e87d3,13-10-2025,EBAY GLOBAL,-209.35,USD,Shopping
cf39e4ac-ed9f-4899-9f20-3c2653f84694,27-03-2025,EBAY GLOBAL ONLINE SHOP,-366.66,USD,Shopping
0debe42b-7020-403a-a8e1-2e4afa31f062,19-10-2025,TARGET STORE RETAIL,-92.89,USD,Shopping
e01a7fbb-5180-4d66-96ea-058e324fa190,29-11-2024,AMAZON.COM RETAIL,-282.27,USD,Shopping
8e17b19b-dbeb-4325-8c91-5445051ab542,09-08-2025,AMAZON.COM RETAIL,-250.12,USD,Shopping
2f45a37b-6c76-491b-a9cb-b6983289151f,13-07-2025,EBAY GLOBAL,-9.36,USD,Shopping
a0d3d1a2-a387-4eb2-a779-8998da164a37,14-06-2025,EBAY GLOBAL,-33.61,USD,Shopping
2b623b92-789b-446e-b11f-c7b69644ff0e,10-01-2025,EBAY GLOBAL ONLINE SHOP,-306.56,USD,Shopping
5d6a2813-0dbf-42a8-b1f6-c385a381d2e5,05-01-2025,EBAY GLOBAL RETAIL,-73.45,USD,Shopping
01d08e53-bca4-4b07-b4e0-c095c3627c4d,11-06-2025,TARGET STORE RETAIL,-167.08,USD,Shopping
3cb9c19e-83e6-4afd-80f4-3227ce6f6b34,14-04-2025,amz.com online shop id1987 pos223,-466.14,USD,Shopping
6ff54995-dee2-436c-9797-8ea415396f4a,20-08-2025,TARGET STORE RETAIL,-209.11,USD,Shopping
48c727f8-7eaa-42d5-b3dd-2d5cb318479f,28-09-2025,AMAZON.COM RETAIL,-255.71,USD,Shopping
ada4d647-8ea7-4873-8c60-094f8dafaee6,19-08-2025,AMAZON.COM RETAIL,-295.92,USD,Shopping
02faf66e-ae59-4508-8b15-20a0f06c8d65,14-03-2025,AMAZON.COM RETAIL,-315.63,USD,Shopping
0fd4e18c-59df-4474-aa56-94a4711efa5b,11-04-2025,AMAZON.COM RETAIL,-370.89,USD,Shopping
e2aeaeee-b01e-44d6-8dba-4afa8a42cd95,20-02-2025,TARGET STORE,-264.81,USD,Subscription
64bbbd58-41cf-4c2f-bfd6-433e0e4fc742,26-01-2025,TARGET STORE,-273.04,USD,Shopping
39dd5ce1-8a8a-4ca7-b38c-5d4e3d119674,02-09-2025,EBAY GLOBAL,-430.97,USD,Shopping
4102f3de-32ca-454e-9766-fa61351db6c6,12-08-2025,AMAZON.COM,-206.99,USD,Shopping
4f644212-4f7a-4edc-98b2-f2482a821c6d,25-08-2025,Amazon.Com Online Shop Id6756 Pos449,-73.1,USD,Shopping
df456999-1a43-4688-aa20-430cbac3d4af,24-03-2025,EBAY GLOBAL ONLINE SHOP,-399.62,USD,Shopping
c4afff26-8a34-458c-9764-65e5a0b3168d,11-10-2025,AMAZON.COM RETAIL,-448.48,USD,Shopping
5bfe0e5a-9611-451e-8d77-d7f77a3d5113,24-11-2024,TARGET STORE ONLINE SHOP,-321.71,USD,Shopping
30599f2a-6535-40b3-b35b-c55a749a044a,25-06-2025,AMAZON.COM RETAIL ID4464 POS286,-303.73,USD,Subscription
a411ec4d-5003-498b-9c4e-43c0cbfeeced,14-08-2025,TARGET STORE,-169.45,USD,Shopping
0892f796-9ac9-486c-9578-1d47c497dfb7,30-08-2025,TARGET STORE ONLINE SHOP,-225.73,USD,Shopping
92875cc2-0867-4302-a46b-24ddb2469fa7,20-07-2025,AMAZON.COM,-26.47,USD,Shopping
1b4352e3-6064-4165-a2ca-4bbb85ca2902,26-06-2025,EBAY GLOBAL ONLINE SHOP,-326.06,USD,Shopping
b3b022f3-6113-4931-ba60-84b1edd397e5,20-07-2025,EBAY GLOBAL RETAIL,-330.28,USD,Shopping
a362c5bd-7927-41ca-98d8-c8170f235377,08-02-2025,TARGET STORE RETAIL,-418.31,USD,Shopping
cf3f3309-0485-4481-b4d7-b39fc843bdf8,10-10-2025,EBAY GLOBAL,-9.46,USD,Shopping
d22374b4-788f-47d5-afca-d684e86a3945,18-06-2025,AMAZON.COM RETAIL,-180.42,USD,Shopping
e89e1af1-847a-41e7-95d1-b628dd84e768,08-07-2025,TARGET STORE,-334.94,USD,Shopping
63774963-4d8a-4703-874c-35aabafdaa3a,17-03-2025,Target Store Retail Id7427,-190.89,USD,Shopping
8a14f63f-c274-4353-bada-a3dc6e2c1125,22-10-2025,TARGET STORE ONLINE SHOP,-103.94,USD,Shopping
7fcb36d8-34d8-4a8a-bb31-1f7c365ffb20,14-07-2025,Amz.Com Id1845,-32.04,USD,Shopping
8c82dab8-68cd-40c4-bcf7-c3c39e1e63b0,16-08-2025,AMAZON.COM RETAIL,-294.14,USD,Shopping
0d84bc9c-de7b-4781-a2a8-0dec2bda2da4,14-09-2025,TARGET STORE ONLINE SHOP,-194.57,USD,Shopping
2b7ddfef-c6b8-4f7b-b3f5-2f53039341d0,28-09-2025,Amazon.Com Retail Id7304 Pos619,-265.26,USD,Shopping
f4f1514c-9eea-4d81-a6d5-177dc6e0fb93,04-05-2025,AMAZON.COM ONLINE SHOP,-202.65,USD,Shopping
9a345183-f3dd-46e0-83c7-4d3ecd51dcd9,07-05-2025,EBAY GLOBAL RETAIL,-54.97,USD,Shopping
76d06f90-5980-47f9-a807-3030777374c5,09-04-2025,EbAy GLObaL ONlINe shop ID9764 OnLINe PyMT,-434.64,USD,Shopping
9a22792e-fba5-4cc5-9eb2-37cb6a0452e6,17-02-2025,TARGET STORE ONLINE SHOP,-257.95,USD,Shopping
c88a909e-8d2e-43c9-b6a6-22f5128f4bf5,26-08-2025,AMAZON.COM RETAIL,-306.54,USD,Shopping
ad0343db-f084-4bca-8ec1-13ca8413cd3b,22-02-2025,TARGET STORE,-110.86,USD,Shopping
b83eccc9-93e6-4bfb-8430-ad3e3a639178,08-05-2025,EBAY GLOBAL ONLINE SHOP,-60.69,USD,Shopping
2639c8f5-9c9d-42cb-81e6-47275a83cf2b,08-09-2025,TARGET STORE ONLINE SHOP,-411.61,USD,Shopping
785c6a73-fad8-46c5-9b5a-731761cdfb92,17-09-2025,AMAZON.COM,-468.14,USD,Shopping
c6b21e50-d486-42fe-913c-2bb30b287705,12-09-2025,AMAZON.COM RETAIL,-107.48,USD,Shopping
0adcedc3-5f35-497a-9867-53edbf7a1fd1,27-06-2025,EBAY GLOBAL RETAIL,-194.59,USD,Shopping
3aa66c4a-1892-4556-ad1c-23c65310a7fe,27-09-2025,AMAZON.COM ONLINE SHOP,-371.33,USD,Shopping
08255122-5c5b-455a-aba7-e42bf8570d75,04-07-2025,TARGET STORE ONLINE SHOP,-184.56,USD,Shopping
ac9dc503-7edb-4b12-b739-98b96f919f39,07-07-2025,AMAZON.COM,-368.11,USD,Shopping
dbcbfcea-74ae-43f8-8f4a-472fcc4e1ebd,28-04-2025,EBAY GLOBAL ONLINE SHOP,-432.33,USD,Shopping
7a8e027d-2652-4578-92d7-03ee4309c162,15-01-2025,AMAZON.COM ONLINE SHOP,-123.09,USD,Shopping
59219b01-5765-40ff-9096-e89ce97127aa,29-12-2024,TARGET STORE ONLINE SHOP,-202.03,USD,Shopping
4f271fa0-f753-4909-93b8-fe62dd173b62,17-11-2025,power bill utility id8580 online pymt,-47.71,USD,Utilities
8f56dd0e-d7b6-4bc3-a8d1-8133c1950b45,29-10-2025,POWER BILL UTILITY,-482.99,USD,Utilities
39977a19-6286-4451-9f5e-f730954cfe0c,14-05-2025,WATER WORKS UTILITY,-73.25,USD,Utilities
89e1157e-6921-46d1-b49c-1b1bda277ccc,27-03-2025,POWER BILL BILL PAYMENT,-25.28,USD,Utilities
44658405-bd9f-45ef-9def-e179c277548c,05-01-2025,POWER BILL UTILITY,-371.82,USD,Utilities
659b5b5f-822e-4915-b357-4b21efd4dbbe,26-03-2025,POWER BILL BILL PAYMENT,-316.78,USD,Utilities
c79bc643-582e-450f-b896-a74993792171,30-10-2025,WATER WORKS,-187.72,USD,Utilities
12780986-d0b1-4119-af19-ab2b102dc960,05-11-2025,CITY GAS BILL PAYMENT,-279.94,USD,Utilities
ba31eb9e-681f-44b2-8b6b-344678994fbb,01-07-2025,WATER WORKS BILL PAYMENT,-100.25,USD,Utilities
c6661006-4b86-4e2f-91e7-a5ad66b4bcb4,15-04-2025,WATER WORKS BILL PAYMENT,-200.48,USD,Utilities
21cd4120-48bd-4467-9a3f-4a29eef53ec9,27-06-2025,CITY GAS UTILITY,-19.24,USD,Utilities
c49aa74b-a3d6-40b6-9f1e-66d470819e90,17-12-2024,Power Bill Utility Id3510 Pos277,-155.27,USD,Utilities
ed8063d6-800a-43ce-92e7-32c5107620a6,17-10-2025,POWER BILL BILL PAYMENT,-145.56,USD,Utilities
28adbb9e-0f05-4169-a56b-ab64c5ff5304,09-08-2025,POWER BILL BILL PAYMENT,-452.32,USD,Utilities
d82bbf16-c5f0-46d4-b623-e01675aa3ae7,29-07-2025,WATER WORKS BILL PAYMENT,-404.93,USD,Utilities
191c2248-ce74-4ee3-ab00-2dfad108812c,21-03-2025,City Gas Utility Id1167,-164.19,USD,Utilities
54bf6fe7-68a3-498b-8968-e7f25ca9c522,26-10-2025,POWER BILL BILL PAYMENT POS788,-373.39,USD,Utilities
f03ae3c7-d3d6-4aaf-8b6c-7cd703940c18,14-07-2025,POWER BILL BILL PAYMENT,-215.89,USD,Utilities
87ecbc12-f776-47aa-8192-44887b1ee115,01-07-2025,WATER WORKS,-202.84,USD,Utilities
35b78465-941f-4239-8907-9f36426b7f15,01-12-2024,CITY GAS UTILITY,-135.65,USD,Utilities
f0dc2441-1024-470f-856b-c126c1224492,12-10-2025,CITY GAS UTILITY,-98.5,USD,Utilities
30063654-8d87-4a18-9749-c8e4c218da0a,20-02-2025,POWER BILL,-84.14,USD,Utilities
8b68c6cc-c7ed-4dda-ab88-86c01839b579,27-10-2025,WATER WORKS BILL PAYMENT,-107.2,USD,Utilities
c54248f4-e342-450c-a3ab-d4688cff2f86,07-07-2025,WATER WORKS,-238.2,USD,Utilities
474f89a6-1356-46bd-9ebe-b2f9a9aeee89,28-11-2024,WATER WORKS,-121.18,USD,Utilities
0f91862b-4827-4806-8994-a5ea43be6846,09-12-2024,WATER WORKS,-428.01,USD,Utilities
81bda103-3e0a-4984-b683-13663778cf6b,31-08-2025,WATER WORKS UTILITY,-345.51,USD,Utilities
f35c206d-3d48-4557-adda-61b35f838485,11-01-2025,water works utility online pymt,-337.87,USD,Utilities
5e9fca31-c7c9-447f-ad84-d04b0461ebb0,01-08-2025,WATER WORKS UTILITY,-425.55,USD,Utilities
6658754f-9f97-4cc1-81c7-e4d5c70815be,04-07-2025,POWER BILL,-434.49,USD,Utilities
cf6d6609-3b7e-4f67-84a1-6a4143193f56,07-08-2025,POWER BILL UTILITY,-117.54,USD,Utilities
86b10862-d416-4f27-85e2-47670d55ba9a,14-12-2024,POWER BILL,-459.07,USD,Utilities
8672c6d7-ec18-4b98-aaae-cdd5e5632228,12-04-2025,CITY GAS UTILITY,-497.3,USD,Utilities
c177f655-66ce-435e-a652-be0b186702f5,16-02-2025,POWER BILL UTILITY,-474.17,USD,Utilities
c7c4de7e-5b33-4657-967a-55338459d7f5,28-11-2024,CITY GAS,-432.06,USD,Utilities
0ae3064d-cb31-4ceb-84d3-c1ba1af6b939,30-06-2025,WATER WORKS UTILITY,-335.64,USD,Utilities
4089c7e6-13a2-4f4d-a0ba-7bbf457207d9,24-02-2025,POWER BILL BILL PAYMENT,-53.54,USD,Utilities
6a762bcd-eb1d-4f00-a150-8a5de97be31f,03-03-2025,CITY GAS BILL PAYMENT,-108.81,USD,Utilities
cc26d7a9-dc51-44c4-b0ae-7f4d4a64d3ae,10-09-2025,CITY GAS,-252.8,USD,Shopping
bd5a8646-5a07-4376-8500-12ef64b70a81,12-10-2025,WaTeR WORKS UtIlItY,-63.33,USD,Utilities
bb1fc63d-715d-4fe8-bcd7-ec1b9f49cc87,06-10-2025,POWER BILL,-347.5,USD,Utilities
b2197647-fae0-4641-b0eb-6dad4a43bc00,19-09-2025,WATER WORKS BILL PAYMENT,-56.24,USD,Utilities
6e885970-3b43-42a7-b6c7-fb9c09a18fe8,05-10-2025,CITY GAS UTILITY ID6031,-273.76,USD,Utilities
138cd53f-c776-42fc-bf4c-8c04f991ceb5,22-06-2025,CITY GAS,-357.73,USD,Utilities
8e888878-2cdb-4d43-b445-82786b6ca056,28-10-2025,WATER WORKS UTILITY,-311.9,USD,Utilities
3e73263d-2db5-4bcd-b3f8-61daa544b841,08-02-2025,CITY GAS BILL PAYMENT,-265.78,USD,Utilities
fdd0316f-4043-45d1-a81b-7f7a0bf66311,09-09-2025,POWER BILL,-370.92,USD,Utilities
6075e46a-cc40-4254-81a5-19ec31a3936d,14-07-2025,POWER BILL,-6.04,USD,Utilities
1cdfd2e3-8fa7-4a5e-b21a-524e748f76ac,02-07-2025,WATER WORKS,-168.56,USD,Utilities
0845d276-8356-48eb-aed2-afe91c6f76ca,22-09-2025,POWER BILL UTILITY,-408.85,USD,Fees
991e19cf-548b-455e-aecc-c19c698e0955,20-10-2025,WATER WORKS BILL PAYMENT,-221.67,USD,Utilities
f19661be-af34-4c19-b68f-50e79ee23f87,12-01-2025,CITY GAS,-442.38,USD,Utilities
b2818380-68f5-4974-9fb2-50999793c8e2,05-11-2025,POWER BILL UTILITY,-247.0,USD,Utilities
60871747-f15c-4cf3-be6e-5a65c5e5e648,09-06-2025,WATER WORKS BILL PAYMENT,-478.54,USD,Utilities
ebd5bd5a-fb82-4555-bafe-a7508bca3134,31-07-2025,CITY GAS BILL PAYMENT,-424.23,USD,Utilities
46d5886f-6f22-4121-a532-219a63249607,16-03-2025,POWER BILL BILL PAYMENT,-434.84,USD,Utilities
63c8df50-2c38-464f-a517-9e2542f0236f,16-09-2025,CITY GAS,-133.08,USD,Utilities
c285c80d-a414-4a90-95ee-34c772b1f51f,25-03-2025,CITY GAS BILL PAYMENT,-15.94,USD,Utilities
4861271a-2597-4aa3-b6d7-0cf604702207,04-03-2025,POWER BILL UTILITY,-349.86,USD,Utilities
11d14402-9353-4fb9-8a90-f4c12f1cb7e3,12-05-2025,WATER WORKS BILL PAYMENT,-354.06,USD,Utilities
b4f7b791-8f78-4651-b42a-7e6f64ef3d8d,31-05-2025,CITY GAS BILL PAYMENT,-311.28,USD,Utilities
879f63a0-4b06-4fac-ac2d-aa8232051b51,21-04-2025,WATER WORKS BILL PAYMENT,-258.27,USD,Utilities
3f1d71d2-e834-41cb-b68e-f8159ccd5de0,02-07-2025,POWER BILL BILL PAYMENT,-58.65,USD,Utilities
a29041c1-34e7-4e62-a547-a8b7b20b6f5b,16-07-2025,POWER BILL BILL PAYMENT,-162.99,USD,Utilities
49966bb5-4d14-4c46-899a-3418cc926505,08-04-2025,CITY GAS BILL PAYMENT,-485.23,USD,Utilities
c9072c17-cdf3-4910-9214-1238ce92febb,27-01-2025,CITY GAS UTILITY,-19.52,USD,Utilities
a1d1090d-d9de-40e2-8193-72e3cf1e3f46,22-05-2025,CITY GAS BILL PAYMENT,-52.81,USD,Utilities
02104e13-16ef-4e4f-a55a-311eb3c12500,29-10-2025,WATER WORKS BILL PAYMENT,-331.46,USD,Dining
009e4525-452b-4837-a0f8-f8df3c309306,25-03-2025,CITY GAS UTILITY,-496.78,USD,Utilities
dd3570cd-56b6-482a-b0b1-655308b10c34,31-08-2025,WATER WORKS UTILITY,-372.45,USD,Utilities
cd474248-6baf-4788-8d07-1aec0307e76d,09-09-2025,WATER WORKS,-375.93,USD,Utilities
fe79cb6f-afa9-42fa-b712-b97bb104bdc8,01-08-2025,POWER BILL,-16.58,USD,Utilities
5845cbd9-133a-4ba5-8b6a-9b39a57351a7,13-02-2025,city gas bill payment id7337 pos278 online pymt,-475.45,USD,Utilities
b8a1698f-92e8-4ecd-8369-1cde3f7786bc,05-07-2025,WATER WORKS,-118.76,USD,Utilities
01a36b6e-f131-4f2c-b972-fe5d54fd5a92,01-07-2025,WATER WORKS,-384.42,USD,Utilities
6940a455-5a57-46ab-b347-7dd83c40a575,03-11-2025,WATER WORKS,-476.19,USD,Utilities
4d47c520-fbc6-4bd6-b696-fbc9ee4f50a4,11-06-2025,CITY GAS BILL PAYMENT,-53.51,USD,Utilities
6bfc16cb-de48-4013-8b93-226dfdf115a5,09-02-2025,WATER WORKS BILL PAYMENT,-26.04,USD,Utilities
af737cda-1450-4fa3-b90a-da486447e1f1,16-09-2025,WATER WORKS BILL PAYMENT,-97.29,USD,Utilities
82e93191-6584-453a-af6d-9eaf5378b835,01-09-2025,POWER BILL UTILITY,-260.21,USD,Utilities
0b8cbd85-271a-42b8-a8ed-b1283464484d,07-08-2025,POWER BILL UTILITY,-352.54,USD,Utilities
f32d7c8a-c606-4e7c-8b32-c7f91665a3e2,21-10-2025,POWER BILL BILL PAYMENT,-206.54,USD,Utilities
940debd3-ccc4-4589-b1b4-fcdabc733863,16-02-2025,POwER BILL,-153.33,USD,Utilities
6ee7fb15-b9cb-4441-aeee-92e548e4f127,26-07-2025,POWER BILL,-127.06,USD,Subscription
be5fbb30-5689-4f68-acc4-954ad79d9bb8,17-11-2025,CITY GAS BILL PAYMENT,-143.45,USD,Subscription
d476f6c6-61d1-4b59-b2dd-e1ed1be3230f,08-03-2025,POWER BILL BILL PAYMENT,-290.1,USD,Groceries
bf850fa0-16ca-481a-90b2-8d6bd1fc6e41,28-02-2025,POWER BILL BILL PAYMENT,-214.67,USD,Utilities
4811c926-0859-412d-b3e3-ffd6ee2c2ab4,18-01-2025,water works bill payment online pymt,-197.06,USD,Utilities
73760631-2a0a-4296-b8bc-baf1f19520e0,08-12-2024,CITY GAS,-172.01,USD,Utilities
e80903fa-6050-404d-8393-411879301ca9,22-06-2025,POWER BILL UTILITY POS350 ONLINE PYMT,-215.3,USD,Utilities
6ae1f5ba-c7aa-4b9b-9d19-b23ea691933b,16-01-2025,WATER WORKS,-426.99,USD,Utilities
fe84a5da-8eaf-47b6-b0c4-91fd72a2a016,04-02-2025,WATER WORKS BILL PAYMENT,-172.61,USD,Utilities
849beffa-b2cf-462d-b4e0-a114e2a71a91,29-11-2024,CITY GAS BILL PAYMENT,-267.22,USD,Utilities
3a6404c2-c3ae-402e-9aef-6d2b427dc2d1,13-08-2025,CITY GAS,-290.14,USD,Utilities
9b008ddf-7fe9-40e1-920d-e6d79f4c804f,07-04-2025,POWER BILL BILL PAYMENT,-137.97,USD,Utilities
6cb0003c-2987-4412-ba45-5c0132590387,15-05-2025,POWER BILL BILL PAYMENT,-401.45,USD,Utilities
0ef9e76e-e1fd-4195-bf35-a5ce2d39f715,05-01-2025,WATER WORKS BILL PAYMENT ID5922 POS672,-452.53,USD,Subscription
4d71a871-fab2-43fe-82e3-7bb0dc19a50d,09-10-2025,CITY GAS BILL PAYMENT,-155.53,USD,Utilities
804403bc-1dc0-4fe0-90aa-16f3aeb72360,02-08-2025,WATER WORKS UTILITY,-73.53,USD,Utilities
18f2d60a-5582-40f0-aae2-47ead70a204f,16-11-2025,CITY GAS,-185.46,USD,Utilities
4a525107-00d1-4248-afd9-8bd0dd840d79,19-08-2025,Pwr Bill Utility Id1366 Pos646,-106.22,USD,Utilities
e9716215-72f8-471b-b179-dc136f21124d,10-06-2025,WATER WORKS,-123.43,USD,Utilities
51454df0-2fc2-476a-8745-364c2bdb117f,29-08-2025,City Gas Utility Id8480,-366.31,USD,Utilities
350a6788-e2f8-4160-b701-2a1319f39a88,04-12-2024,WATER WORKS,-428.26,USD,Utilities
5fe6746c-d827-4ca4-9dcf-933913a2ee21,21-01-2025,POWER BILL,-126.96,USD,Utilities
776545da-3ef3-48ce-8a77-8cf6addba9a3,25-07-2025,CITY GAS UTILITY,-487.56,USD,Utilities
9a4f7db4-4bc3-427c-a208-96cf9c4ef352,23-09-2025,POWER BILL UTILITY,-457.72,USD,Utilities
456e2038-419a-49c2-a3de-fdf50303d047,20-03-2025,POWER BILL,-317.77,USD,Utilities
9e8fc7f3-c0ca-4d50-84c9-ec5bf27a718a,13-07-2025,power bill pos577 online pymt,-432.94,USD,Utilities
b2e9a139-d96f-458e-9811-e8ee904ebdef,09-11-2025,POWER BILL BILL PAYMENT,-20.28,USD,Utilities
fdd490bd-09e8-445e-8bb7-19d67baace1e,19-05-2025,CITY GAS BILL PAYMENT,-144.34,USD,Utilities
7edcd5ed-b5f6-4b74-bcf2-aecd677288f6,22-09-2025,WATER WORKS,-27.03,USD,Utilities
73466eb8-d349-41c4-9023-ad46262fd96d,01-01-2025,POWER BILL BILL PAYMENT,-246.73,USD,Utilities
90dc9515-5a71-466b-bf23-58c7bdc4bab3,29-06-2025,WATER WORKS,-149.69,USD,Utilities
487e7ac9-9e5c-48ef-a910-b2f2c39f6cf8,23-12-2024,CITY GAS,-248.8,USD,Utilities
4fb8142b-d08a-4d41-b8a5-79c6eca50849,27-10-2025,POWER BILL UTILITY,-49.8,USD,Utilities
142030b0-4098-4915-a70e-aec4a9b15bf2,24-08-2025,WATER WORKS UTILITY,-107.71,USD,Utilities
0f5978df-875e-4fe1-8afa-583b829ceca3,02-09-2025,Water Works Bill Payment Id3258,-251.73,USD,Utilities
ab0f628d-8831-4879-ab47-947a5d008cdd,30-06-2025,POWER BILL,-460.9,USD,Utilities
ecebaa08-ac18-4342-95e5-3fbfecab7d75,20-09-2025,wateR WORkS BILL paYmeNT pOS907,-370.96,USD,Utilities
1c8c77a2-66bf-4d21-94d7-c0b3e7de3925,27-11-2024,POWER BILL,-319.04,USD,Utilities
7c9160d4-671f-4587-b7fb-79778ac83514,12-04-2025,WATER WORKS BILL PAYMENT,-377.93,USD,Utilities
5217d1e7-d5a0-4348-8370-152d259d298a,13-04-2025,POWER BILL UTILITY,-29.37,USD,Utilities
697e518a-5245-4e41-a118-f44aeaf6e324,25-04-2025,Water Works Bill Payment,-391.51,USD,Utilities
64f78baa-8ecf-46c2-97d5-3ead524b53ef,09-01-2025,WATER WORKS,-162.99,USD,Utilities
713d7bf3-56e7-409a-b740-4487d046da42,01-12-2024,WATER WORKS UTILITY,-108.25,USD,Utilities
aab26562-8075-4e1b-8382-e8096bb8fe70,29-03-2025,CITY GAS,-39.39,USD,Utilities
ee603c8e-29a4-4a1c-9738-de553e12e1e9,18-11-2025,WATER WORKS,-259.62,USD,Utilities
68a48e2f-14a9-428a-bb2a-335b001f9921,21-07-2025,WATER WORKS UTILITY,-436.18,USD,Utilities
ba3661e7-1f97-4e5f-b003-71958beb1e43,25-08-2025,POWER BILL UTILITY,-415.0,USD,Utilities
c4a885c3-cb70-476a-bc9f-026e16797886,13-09-2025,POWER BILL UTILITY,-441.04,USD,Utilities
5895b65f-56f0-457e-9dae-49a384165cb3,17-10-2025,WATER WORKS UTILITY,-121.89,USD,Utilities
4086f9a8-6ac9-454f-b06d-3d6ddd671cdc,23-08-2025,POWER BILL,-455.84,USD,Utilities
7e17c615-87fd-414f-928a-40be6a13638b,28-02-2025,POWER BILL UTILITY,-118.87,USD,Utilities
69e3ae74-c879-4b60-ba6c-bc3e961ea14f,22-03-2025,WATER WORKS BILL PAYMENT,-494.58,USD,Utilities
aa4331f9-c939-4efc-a84e-ed58dadf2c7f,07-01-2025,WATER WORKS UTILITY,-25.05,USD,Travel
b00b2e44-57fa-42f5-bc54-211355b63355,04-08-2025,CITY GAS BILL PAYMENT,-266.66,USD,Utilities
a3937850-7e79-4d20-916b-849ede9b24f7,12-03-2025,City Gas Bill Payment Id3074,-316.32,USD,Utilities
20c04078-412d-4f94-a6d6-f431c4daa383,21-03-2025,CITY GAS,-11.63,USD,Utilities
7bf44fad-6164-478e-b547-8cf842a75be8,08-01-2025,CITY GAS,-289.02,USD,Utilities
dd086a04-a16d-4b2a-8db7-86ab5564d771,09-05-2025,POWER BILL UTILITY,-173.73,USD,Utilities
ee3b30e9-68a7-4e91-bc89-aaf7f067e08e,11-01-2025,pwr bill utility id8062,-34.54,USD,Utilities
